CASE_NUM,CRIME_DESC,CHARGE_CODE,CHARGE_DESC,CRIME_PART,ADDRESS,CITY,DATE,CATEGORY,POINT_X,POINT_Y
200033154,BURGLARY/BREAKING & ENTERING,2201,BURGLARY -SAFE/VAULT,A,3200 BLOCK CHELSEA CIR,ANN ARBOR,2020-10-02 22:00:00,BURGLARY - ALL OTHER,-83.71533410099994,42.23854430000006
200033154,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,3200 BLOCK CHELSEA CIR,ANN ARBOR,2020-10-02 22:00:00,LARCENY - ALL OTHER,-83.71533410099994,42.23854430000006
200033677,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,400 BLOCK S MAPLE RD,ANN ARBOR,2020-10-08 21:30:00,LARCENY - ALL OTHER,-83.78214749999995,42.277596800000026
200034243,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2000 BLOCK COLUMBIA AVE,ANN ARBOR,2020-10-05 12:00:00,FRAUD,-83.71766299899997,42.25019700000007
201000564,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2100 BLOCK MELROSE RD,ANN ARBOR,2020-10-12 03:30:00,LARCENY - ALL OTHER,-83.71653039899996,42.266788500000075
201000565,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,FIRST AND WILLIAMS PARKING STRUCTURE,ANN ARBOR,2020-10-11 12:30:00,LARCENY - FROM AUTO (LFA),-83.74787529899999,42.278026200000056
200034126,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2900 BLOCK LOGAN CT,ANN ARBOR,2020-10-12 05:45:00,LARCENY - FROM AUTO (LFA),-83.72020409899994,42.24225880100005
200034141,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2200 BLOCK DEXTER AVE,ANN ARBOR,2020-10-12 14:20:00,ASSAULT - SIMPLE,-83.77650750099997,42.28526880000004
200031878,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,500 BLOCK WAYMARKET DR,ANN ARBOR,2020-08-23 08:30:00,ASSAULT - AGGRAVATED,-83.75461739999997,42.24303019900003
200033683,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,3000 BLOCK JACKSON RD,ANN ARBOR,2020-10-08 18:00:00,LARCENY - ALL OTHER,-83.79223139899995,42.28453540000004
200033446,RUNAWAY,7070,RUNAWAY,B,2700 BLOCK PACKARD RD,ANN ARBOR,2020-10-06 21:25:00,MISSING PERSON / RUNAWAY,-83.71333589899996,42.24256830000007
201000566,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3200 BLOCK HOMESTEAD COMMONS DR,ANN ARBOR,2020-10-11 16:30:00,LARCENY - FROM AUTO (LFA),-83.71442599999995,42.24207700000005
201000567,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2100 BLOCK COPLEY,ANN ARBOR,2020-10-12 12:00:00,LARCENY - ALL OTHER,-83.72001729999994,42.26314309900005
200021842,FORCIBLE RAPE,1171,CSC IST DEGREE -PENETRATION PENIS/VAGINA,A,2000 BLOCK PAULINE BLVD,ANN ARBOR,2020-07-10 19:00:00,SEX OFFENSES - CSC,-83.77805899899994,42.26866670100003
200034299,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3600 BLOCK WASHTENAW AVE,ANN ARBOR,2020-10-13 18:07:30,LARCENY - FROM AUTO (LFA),-83.68776930099995,42.25532670000007
201000563,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,200 BLOCK W HURON ST,ANN ARBOR,2020-10-11 11:15:00,LARCENY - FROM AUTO (LFA),-83.75037799999996,42.281179800000075
201000562,BURGLARY/BREAKING & ENTERING,2203,B&E - BURGLARY - FORCED ENTRY - NON-RESIDENCE,A,200 BLOCK LAKE VILLAGE DR,ANN ARBOR,2020-10-09 00:00:00,BURGLARY - ALL OTHER,-83.74572749899994,42.25067709900003
201000560,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,600 BLOCK HIDDEN VALLEY CLUB DR,ANN ARBOR,2020-10-08 02:30:00,DAMAGE TO PROPERTY,-83.74383059899998,42.24654030000005
200030436,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,300 BLOCK E HURON ST,ANN ARBOR,2020-09-13 07:22:00,BURGLARY - RESIDENTIAL,-83.74440699999997,42.281585000000064
200030436,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,300 BLOCK E HURON ST,ANN ARBOR,2020-09-13 07:22:00,DAMAGE TO PROPERTY,-83.74440699999997,42.281585000000064
201000578,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,3100 BLOCK BOLGOS CIRCLE,ANN ARBOR,2020-10-14 00:00:00,DAMAGE TO PROPERTY,-83.68979070099994,42.312332499000036
200028473,DRIVING UNDER THE INFLUENCE,8030,CHILD ENDANGERMENT (OCCUPANT LESS THAN 16),B,PLYMOUTH RD & MURFIN AVE,ANN ARBOR,2020-08-31 00:17:00,OUI OF LIQUOR / DRUGS,-83.72050230099995,42.29792790000005
200034014,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,300 BLOCK S FIFTH AVE,ANN ARBOR,2020-10-11 06:54:00,ASSAULT - AGGRAVATED,-83.74565850099998,42.278193600000066
200033542,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,KING GEORGE BLVD & E EISENHOWER PKWY,ANN ARBOR,2020-10-07 15:21:00,ASSAULT - SIMPLE,-83.72402459899996,42.24520780000006
200034161,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1700 BLOCK WALTHAM DR,ANN ARBOR,2020-10-12 17:00:00,ASSAULT - SIMPLE,-83.77588539999994,42.25849640000007
200034084,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3500 BLOCK OAKWOOD ST,ANN ARBOR,2020-10-11 21:16:00,ASSAULT - SIMPLE,-83.69016449899993,42.24953250000004
200034054,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2200 BLOCK S STATE ST,ANN ARBOR,2020-10-11 16:03:30,ASSAULT - SIMPLE,-83.73929570099995,42.25466250100004
200029164,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,400 BLOCK S MAPLE,ANN ARBOR,2020-09-04 15:20:00,LARCENY - RETAIL FRAUD,-83.78214749999995,42.277596800000026
200030166,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,2300 BLOCK WINEWOOD AVE,ANN ARBOR,2020-09-11 11:30:00,LARCENY - ALL OTHER,-83.77978369899995,42.276663101000054
201000577,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,"300 BLOCK E. JEFFERSON ST, APT 5",ANN ARBOR,2020-10-12 06:15:00,LARCENY - ALL OTHER,-83.74558219899995,42.276432800000066
200034408,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,500 BLOCK E LIBERTY ST,ANN ARBOR,2020-10-14 17:44:00,TRESPASSING / INVASION OF PRIVACY,-83.74260130099998,42.279972300000054
200032128,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,300 BLOCK MAYNARD ST,ANN ARBOR,2020-09-26 01:21:30,DAMAGE TO PROPERTY,-83.74225799999994,42.27867390000006
200034124,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2900 BLOCK LOGAN CT,ANN ARBOR,2020-10-11 14:30:00,LARCENY - FROM AUTO (LFA),-83.72097209899994,42.241782700000044
200031731,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,1100 BLOCK OAKLAND AVE,ANN ARBOR,2020-09-23 06:09:30,BURGLARY - RESIDENTIAL,-83.73481389999995,42.27007169900003
200031774,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,1000 BLOCK OAKLAND AVE,ANN ARBOR,2020-08-25 18:30:00,BURGLARY - RESIDENTIAL,-83.73688889999994,42.26995490000007
201000561,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,"400 BLOCK E HURON ST, APT 615",ANN ARBOR,2020-10-09 10:30:00,LARCENY - ALL OTHER,-83.74323779899998,42.28154040000004
200034418,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,400 BLOCK N ASHLEY ST,ANN ARBOR,2020-10-14 18:38:00,LARCENY - FROM AUTO (LFA),-83.74989739899996,42.28456920000008
200032958,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,3600 BLOCK WASHTENAW AVE,ANN ARBOR,2020-10-02 17:30:00,LARCENY - ALL OTHER,-83.68776930099995,42.25532670000007
201000576,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1300 BLOCK ALGONAC ST,ANN ARBOR,2020-06-17 12:00:00,FRAUD,-83.76269569899995,42.26683470000006
201000574,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1800 BLOCK LAKE LILA LN,ANN ARBOR,2020-10-11 00:00:00,LARCENY - FROM AUTO (LFA),-83.71819089999997,42.30114740000005
200024798,SEXUAL ASSAULT WITH AN OBJECT,1175,CSC 1ST DEGREE -PENETRATION OBJECT,A,3200 BLOCK WILLIAMSBURG DR,ANN ARBOR,2020-08-04 03:20:00,SEX OFFENSES - CSC,-83.69602989999998,42.23535499900004
200024798,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,3200 BLOCK WILLIAMSBURG DR,ANN ARBOR,2020-08-04 03:20:00,BURGLARY - RESIDENTIAL,-83.69602989999998,42.23535499900004
200034533,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,400 BLOCK CROSS ST,ANN ARBOR,2020-10-15 06:00:00,LARCENY - FROM AUTO (LFA),-83.74342460099996,42.27270930000003
200033734,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1000 BLOCK FIFTH ST,ANN ARBOR,2020-10-05 12:00:00,FRAUD,-83.75616199899997,42.26922220000006
200034357,BAD CHECKS,2693,UTTERING AND PUBLISHING CHECK,B,1500 BLOCK EISENHOWER PL,ANN ARBOR,2020-10-07 16:00:00,FRAUD,-83.73019829999998,42.23828559900005
200034461,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,900 BLOCK POMONA RD,ANN ARBOR,2020-09-25 13:30:00,ASSAULT - SIMPLE,-83.76308400099998,42.29033620000007
200034461,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,900 BLOCK POMONA RD,ANN ARBOR,2020-09-25 13:30:00,LARCENY - ALL OTHER,-83.76308400099998,42.29033620000007
200028164,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,2700 BLOCK CANTERBURY RD,ANN ARBOR,2020-08-22 05:21:30,BURGLARY - RESIDENTIAL,-83.70619300099997,42.25037509900005
200034443,ROBBERY,1203,ROBBERY - BUSINESS - STRONG ARM,A,300 BLOCK N MAIN ST,ANN ARBOR,2020-10-15 03:19:00,ROBBERY,-83.74821700099994,42.28334620100003
200033688,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,900 BLOCK SHERWOOD DR,ANN ARBOR,2020-10-08 23:42:00,ASSAULT - AGGRAVATED,-83.76796519999994,42.269669700000065
200033735,RUNAWAY,7070,RUNAWAY,B,3000 BLOCK WHISPERWOOD DR,ANN ARBOR,2020-10-08 13:00:00,MISSING PERSON / RUNAWAY,-83.70188000099995,42.31772700000005
200034258,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,2000 BLOCK PAULINE BLVD,ANN ARBOR,2020-09-23 18:00:00,FRAUD,-83.77538239999996,42.267746600000066
200034471,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,300 BLOCK HIGHLAKE AVE,ANN ARBOR,2020-10-15 06:15:00,LARCENY - FROM AUTO (LFA),-83.78772470099995,42.27807179900003
200022076,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,900 BLOCK FOUNTAIN ST,ANN ARBOR,2020-07-07 08:00:00,FRAUD,-83.75446399999998,42.290445000000034
200026336,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2200 BLOCK S HURON PKWY,ANN ARBOR,2020-08-15 21:48:00,ASSAULT - SIMPLE,-83.69998769999995,42.25258080100008
200014815,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,1800 BLOCK LINDSAY LN,ANN ARBOR,2020-05-05 22:38:00,ASSAULT - AGGRAVATED,-83.69190899999995,42.260545999000044
200034438,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,500 BLOCK OXFORD RD,ANN ARBOR,2020-10-15 01:13:00,DAMAGE TO PROPERTY,-83.72554470099999,42.27551370000003
200034478,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,400 BLOCK CROSS ST,ANN ARBOR,2020-10-15 06:00:00,LARCENY - FROM AUTO (LFA),-83.74342460099996,42.27270930000003
200016334,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3200 BLOCK E EISENHOWER PKWY,ANN ARBOR,2020-05-24 20:04:00,ASSAULT - SIMPLE,-83.71492199999994,42.24386890000005
200034568,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2600 BLOCK WHITE OAK CT,ANN ARBOR,2020-10-16 01:30:00,LARCENY - FROM AUTO (LFA),-83.77126099899994,42.310348300000044
201000582,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,300 BLOCK EAST JEFFERSON ST.,ANN ARBOR,2020-10-13 02:00:00,LARCENY - FROM AUTO (LFA),-83.74610089999999,42.276058300000045
201000583,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,300 BLOCK GRALAKE AVE,ANN ARBOR,2020-10-15 03:30:00,LARCENY - FROM AUTO (LFA),-83.79029549999996,42.27805760000007
200015757,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,1000 BLOCK PACKARD ST,ANN ARBOR,2020-04-16 02:31:00,MOTOR VEHICLE THEFT / FRAUD,-83.73653609899998,42.26669390100005
201000580,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2700 BLOCK PLYMOUTH RD,ANN ARBOR,2020-10-13 17:02:00,DAMAGE TO PROPERTY,-83.70582729999995,42.30382769900007
201000584,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,300 BLOCK MASON AVE,ANN ARBOR,2020-10-15 03:00:00,LARCENY - FROM AUTO (LFA),-83.78905159999994,42.27841220000005
201000587,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3000 BLOCK BOLGOS CIRCLE,ANN ARBOR,2020-10-16 02:30:00,LARCENY - FROM AUTO (LFA),-83.69086409999994,42.313257200000066
200034613,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,300 BLOCK S MAIN ST,ANN ARBOR,2020-10-16 16:09:00,TRESPASSING / INVASION OF PRIVACY,-83.74844799899995,42.278402001000075
200034148,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,200 BLOCK FIELDCREST ST,ANN ARBOR,2020-10-12 14:46:00,ASSAULT - SIMPLE,-83.75487829999997,42.25182649900006
200028657,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,300 BLOCK E LIBERTY ST,ANN ARBOR,2020-09-01 11:53:00,PUBLIC PEACE,-83.74468829999995,42.279282300000034
200033763,FAMILY OFFENSE NONVIOLENT,3806,NEGLECT CHILD,B,3000 BLOCK VALENCIA CIR,ANN ARBOR,2020-10-09 15:03:30,FAMILY OFFENSE,-83.71860630099997,42.23552820000003
200034583,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2020-10-16 12:37:00,LARCENY - RETAIL FRAUD,-83.74627130099998,42.24279990000008
200034557,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,600 BLOCK N FOURTH AVE,ANN ARBOR,2020-10-16 00:00:00,LARCENY - FROM AUTO (LFA),-83.74728339899997,42.28619080000004
201000575,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,800 BLOCK OAKLAND AVE,ANN ARBOR,2020-10-12 00:00:00,LARCENY - ALL OTHER,-83.73895960099998,42.27181869900005
200034634,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1900 BLOCK LINDSAY LN,ANN ARBOR,2020-10-16 19:01:00,LARCENY - ALL OTHER,-83.69301940099996,42.25985200000008
200034728,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,0 BLOCK RIDGEWAY ST,ANN ARBOR,2020-09-16 19:00:00,ASSAULT - SIMPLE,-83.72350499999999,42.27592080000005
200033395,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,1000 BLOCK CHURCH ST,ANN ARBOR,2020-10-06 14:06:00,DAMAGE TO PROPERTY,-83.73410769999998,42.26945770000003
200034704,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,2000 BLOCK PAULINE BLVD,ANN ARBOR,2020-09-03 00:00:00,FRAUD,-83.77517049899996,42.26781990000006
200034786,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2200 BLOCK FULLER CT,ANN ARBOR,2020-10-16 23:30:00,ASSAULT - SIMPLE,-83.71579959999997,42.285308901000064
200034829,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1300 BLOCK S UNIVERSITY AVE,ANN ARBOR,2020-10-17 11:00:30,LARCENY - ALL OTHER,-83.73282189999998,42.27456600000005
200034691,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,600 BLOCK E HURON ST,ANN ARBOR,2020-10-17 01:00:00,LARCENY - FROM AUTO (LFA),-83.74141210099998,42.28144080000004
200034836,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,E LIBERTY ST & S DIVISION ST,ANN ARBOR,2020-10-18 13:09:00,ASSAULT - SIMPLE,-83.74405700099999,42.27943799900004
200034800,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,CHELSEA CIR  &  BIRCH HOLLOW DR,ANN ARBOR,2020-10-18 00:49:00,ASSAULT - SIMPLE,-83.71305139999998,42.23980419900005
200034826,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,800 BLOCK VICTORS WAY,ANN ARBOR,2020-10-18 06:06:30,DAMAGE TO PROPERTY,-83.73601739999998,42.238248999000064
200034591,EXTORTION/BLACKMAIL,2103,EXTORTION - THREAT TO INJURE REPUTATION,A,1600 BLOCK BROOKFIELD DR,ANN ARBOR,2020-10-14 12:00:00,EXTORTION - BLACKMAIL,-83.76204329999996,42.24836120100008
200034930,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,300 BLOCK W HURON ST,ANN ARBOR,2020-10-19 12:33:00,OBSTRUCTING JUSTICE,-83.75166069999995,42.28180800000007
200034940,ALL OTHER,5309,HARASSING COMMUNICATIONS,B,2600 BLOCK GLADSTONE AVE,ANN ARBOR,2020-10-19 13:57:00,PUBLIC PEACE,-83.71796259999996,42.250732699000025
200034952,INTIMIDATION,1384,"COMPUTER/INTERNET USED FOR HARASSMENT, THREATS",A,900 BLOCK MILLER AVE,ANN ARBOR,2020-10-19 15:59:00,INTIMIDATION / STALKING,-83.75964149899994,42.287437201000046
200011535,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2500 BLOCK BUNKER HILL RD,ANN ARBOR,2020-03-09 21:52:00,FRAUD,-83.70175030099995,42.31184030000003
200035079,ALL OTHER,5309,HARASSING COMMUNICATIONS,B,1500 BLOCK MORTON AVE,ANN ARBOR,2020-10-20 16:09:00,PUBLIC PEACE,-83.72809049899996,42.262414799000055
200035097,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,600 BLOCK N MAPLE RD,ANN ARBOR,2020-10-17 19:29:30,DAMAGE TO PROPERTY,-83.78082479999995,42.28708430000006
200034774,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,500 BLOCK N ASHLEY ST,ANN ARBOR,2020-10-17 15:22:30,FRAUD,-83.74927500099994,42.28595430000007
200029667,ALL OTHER,4801,RESISTING OFFICER,B,300 BLOCK E LIBERTY ST,ANN ARBOR,2020-09-07 18:39:00,OBSTRUCTING POLICE,-83.74468829999995,42.279282300000034
200027046,FORCIBLE FONDLING,1178,CSC 4TH DEGREE -FORCIBLE CONTACT,A,1900 BLOCK PAULINE BLVD,ANN ARBOR,2020-06-28 14:00:00,SEX OFFENSES - CSC,-83.77304449999997,42.267646599000045
200029667,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,300 BLOCK E LIBERTY ST,ANN ARBOR,2020-09-07 18:39:00,PUBLIC PEACE,-83.74468829999995,42.279282300000034
200035023,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2695,OBTAINING MONEY UNDER FALSE PRETENSES,A,2300 BLOCK SANDALWOOD CIR,ANN ARBOR,2020-10-16 11:00:00,FRAUD,-83.70816100099995,42.30594650100005
200035089,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,2900 BLOCK PACKARD RD,ANN ARBOR,2020-10-20 17:14:00,LARCENY - RETAIL FRAUD,-83.70071999999999,42.244530301000054
200019996,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,0 BLOCK CARROT WAY,ANN ARBOR,2020-06-24 22:45:00,LARCENY - ALL OTHER,-83.72764520099997,42.316899800000044
200035065,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2020-10-20 15:00:30,LARCENY - RETAIL FRAUD,-83.74734699999999,42.23883999900005
201000597,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2200 BLOCK DEVON CIR,ANN ARBOR,2020-10-17 11:30:00,LARCENY - FROM AUTO (LFA),-83.71583209999994,42.30329949900005
200035039,ALL OTHER LARCENY,2310,LARCENY - FROM MAILS,A,1500 BLOCK EISENHOWER PL,ANN ARBOR,2020-10-06 21:45:00,LARCENY - ALL OTHER,-83.73019829999998,42.23828559900005
200035039,BAD CHECKS,2693,UTTERING AND PUBLISHING CHECK,B,1500 BLOCK EISENHOWER PL,ANN ARBOR,2020-10-06 21:45:00,FRAUD,-83.73019829999998,42.23828559900005
200024822,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,1400 BLOCK ISLAND DR,ANN ARBOR,2020-08-04 11:01:00,DAMAGE TO PROPERTY,-83.72866299999998,42.29131000000007
200035101,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2100 BLOCK FAIR ST,ANN ARBOR,2020-10-20 01:30:00,LARCENY - FROM AUTO (LFA),-83.77665259999998,42.277931600000045
200035045,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2400 BLOCK LANCASHIRE DR,ANN ARBOR,2020-10-17 23:00:00,LARCENY - ALL OTHER,-83.71412120099995,42.31006960000008
200035159,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1700 BLOCK BROADWAY ST,ANN ARBOR,2020-10-20 16:30:00,LARCENY - ALL OTHER,-83.72117650099995,42.29719240000003
200035114,EXTORTION/BLACKMAIL,2199,EXTORTION (OTHER),A,1600 BLOCK DICKEN DR,ANN ARBOR,2020-10-07 21:00:00,EXTORTION - BLACKMAIL,-83.77893359999996,42.260177500000054
200035156,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,1500 BLOCK JACKSON AVE,ANN ARBOR,2020-10-21 01:00:00,LARCENY - FROM AUTO (LFA),-83.76673999999997,42.28199590000003
200032828,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,3500 BLOCK PHEASANT RUN CIR,ANN ARBOR,2020-10-01 17:33:00,FRAUD,-83.72304399999996,42.23503000100004
201000596,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,2100 BLOCK MERSHON DR,ANN ARBOR,2020-10-19 01:30:00,LARCENY - ALL OTHER,-83.76667779999997,42.25484959900007
200032164,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1500 BLOCK FULLER RD,ANN ARBOR,2020-09-26 12:15:00,ASSAULT - SIMPLE,-83.72840829999996,42.287512700000036
200035211,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,500 BLOCK N FIFTH AVE,ANN ARBOR,2020-10-01 08:00:00,LARCENY - ALL OTHER,-83.74562369999995,42.28533330000005
